RESPONDENT_ID,LANGUAGE_CODE,SURVEY_TYPE,Q01. In what country were you born?,Q02. In what year were you born?,Q03. In what year did you move to the United States?,Q04. In what ZIP code do you live?,Q05. What is your preferred language?,Q06. How well would you say you speak English?,Q07-Verbatim. What is the most important issue facing your immigrant and refugee community that you think our public officials should address?,Q07_CODE1. What is the most important issue facing your immigrant and refugee community that you think our public officials should address?-1,Q07_CODE2. What is the most important issue facing your immigrant and refugee community that you think our public officials should address? -2,Q07_CODE3. What is the most important issue facing your immigrant and refugee community that you think our public officials should address? -3,"Q08. Overall, how much of a difference do you think you can have in making your neighborhood a better place to live?",Q09. How interested are you in the presidential election this year?,"Q10_01. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 1","Q10_02. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 2","Q10_03. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 3","Q10_04. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 4","Q10_05. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 5","Q10_06. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 6","Q10_07. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 7","Q10_08. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 8","Q10_09. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 9","Q10_10. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 10","Q10_11. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 11","Q10_12. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 12","Q10_13. If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use?  - 13","Q13_OTHER. Other: (If you wanted to find information about elections, issues, and candidates, which of the following would you most likely use? )",Q11. How easy is it to find information about elections and candidates in your preferred language?,Q12_01. Please tell us if you have done any of the following activities in the past 2 years. - 1,Q12_02. Please tell us if you have done any of the following activities in the past 2 years. - 2,Q12_03. Please tell us if you have done any of the following activities in the past 2 years. - 3,Q12_04. Please tell us if you have done any of the following activities in the past 2 years. - 4,Q12_05. Please tell us if you have done any of the following activities in the past 2 years. - 5,Q12_06. Please tell us if you have done any of the following activities in the past 2 years. - 6,Q12_07. Please tell us if you have done any of the following activities in the past 2 years. - 7,Q12_08. Please tell us if you have done any of the following activities in the past 2 years. - 8,Q12_09. Please tell us if you have done any of the following activities in the past 2 years. - 9,"Q13. Some people are registered to vote, while others are not. Which of the following best describes you?","Q13_OTHER. Other: (Some people are registered to vote, while others are not. Which of the following best describes you?)","Q14. If you are eligible (U.S. citizen over the age of 18), but have not yet registered to vote, what is the main reason why you have not registered to vote?","Q14_OTHER. Other: (If you are eligible (U.S. citizen over the age of 18), but have not yet registered to vote, what is the main reason why you have not registered to vote? )",Q15. Did you vote in the Presidential Election last November 2012?,"Q16. If you did not vote in the 2012 Presidential Election, what was the main reason for not voting in that election?","Q16_OTHER. Other: (If you did not vote in the 2012 Presidential Election, what was the main reason for not voting in that election?)",Q17. How likely is it that you will vote in the presidential election this November 2016?,Q18. How often have you voted in state and local elections?,"Q19. Have you ever been contacted and encouraged to vote by a candidate, political party, or other organization?",Q20. What is the highest level of education that you have completed?,Q21. Do you and your family own the place where you are living now or do you rent?,Q21_OTHER. Other: (Do you and your family own the place where you are living now or do you rent?),Q22. How many people (adults and children) currently live in your household?,Q23. Please select your gender:,Q23_OTHER. Other: (Please select your gender:),Q24. What was your total combined household income in 2015 before taxes?,"Q25. When it comes to getting around the city, which of these statements best describes your situation?","Q25_OTHER. Other: (When it comes to getting around the city, which of these statements best describes your situation?)",Q26. How did you hear about Seattle Votes?
3621,English,PAPER,USA,1950,NA/Refused,98133,English,Very well,NA, , , ,I can make a moderate difference,I am very interested,Newspapers in English, , , , , , , , , , , , , ,It is difficult,I have worked on a project or attended a meeting in my neighborhood, , , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely, , ,Graduate or professional degree,We own our home, ,4,Male, ,"$65,000 to $99,999",I usually drive the car that I own, ,Crossings TV
3622,English,PAPER,Phillipines,1945,1982,98133,Other,Well,Stop Refugee, Illegal immigrants, , ,I can make a small difference,I am very interested,Internet,Television in English, , , , , , , , , , , , ,Somewhat easy, , , , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often, ,College degree,We rent our home, ,2,Male, ,"$11,881 to $24,300",I usually drive the car that I own, ,Filipino Community and Bayan
3623,English,PAPER,Phillipines,1970,2001,98133,English,Very well,Accessible/easier way to apply for citizenship pathway for undocumented and families,Difficulty in legal residence/Greencard issue/Obtaining citizenship/Immigration, , ,I can make a small difference,I am very interested,Internet,Ethnic Television,Friends and family,Television in English,Ethnic newspapers,My place of worship,Newspapers in English,Ethinic radio,Radio in English,My community organization(s)/service provider(s),Library, , , ,Very easy,I have signed a letter about a social or political issue,"I participated in one or more demonstrations, protests, marches, or rallies",I sent a message on Facebook or other social media about a social or political issue,I have given money to an organization or candidate, , , , , ,I am not currently eligible to register to vote, , , ,No,I was not registered, ,Not likely at all,Never, ,College degree,We rent our home, ,3,Female, ,"$40,891 to $64,999","I own a car, but I usually take public transportation", ,Filipino Community and Bayan
3624,English,PAPER,Vietnam,1984,1993,98133,English,Very well,Mental Health, Mental health services/Trauma healing, , ,I can make a small difference,I am somewhat interested,Internet, , , , , , , , , , , , , ,Somewhat easy,I have signed a letter about a social or political issue, , , , , , , , ,I am registered to vote, , , ,No,I forgot about the election, ,Somewhat likely, , ,Graduate or professional degree,We own our home, ,1,Male, ,"$65,000 to $99,999",I usually drive the car that I own, ,APACEvotes
3625,Tigrigna,PAPER,Eritirea,1996,2011,98133,Tigrigna,Well,They should be helped in language, Information in my language, , ,I can make a small difference,I am somewhat interested,Internet, , , , , , , , , , , , , ,Somewhat easy, , , , , , , , , , , , , ,No,I did not know how to fill out and submit my ballot, ,Very likely, , ,Some college,We rent our home, ,6,Female, ,"$11,880 or less", , ,Ailaf Ali
3626,Tigrigna,PAPER,Sudan,1987,2001,98133,English,Very well,NA, , , ,I can make a big difference,I am somewhat interested,Internet, , , , , , , , , , , , , ,Somewhat easy, , , , , , , , , ,I am registered to vote, , , ,No,My vote would not matter, ,Somewhat likely, , ,College degree,We own our home, ,6,Male, ,I don't know,I usually drive the car that I own, ,Ailaf Ali
3627,Tagalog,PAPER,Phillipines,1943,1987,98133,Ilocano,Very well,no work, Don’t know, , ,I can make a big difference,I am somewhat interested,Ethnic Television,Television in English,Ethnic newspapers,My place of worship,Newspapers in English, , , , , , , , , ,Very easy,I have given money to an organization or candidate, , , , , , , , ,I am registered to vote, , , ,No, , ,I don't know,Rarely, ,Graduate or professional degree,We own our home, ,4,Female, ,I don't know,I usually drive the car that I own, ,7th Day Adventist Church
3628,Chinese,WEB,China,1994,2012,98133,English,Well,"Legal aliens are not allowed to have CPL and protect themselves. I know some people living in King County, and ran into troubles. Even though they're lucky enough to get out unharmed. But it's a shame that Snohomish and other counties in WA allows aliens to have CPL",Difficulty in legal residence/Greencard issue/Obtaining citizenship/Immigration, Deportation, ,I can make a small difference,I am not interested,Internet,Ethnic Television,Television in English, , , , , , , , , , , ,Very easy,I sent a message on Facebook or other social media about a social or political issue, , , , , , , , ,I am not currently eligible to register to vote, , , ,No,Not US citizen/Ineligible/Greencard holder,Not permanent resident or citizen,Somewhat likely,Never,No,Some college,We rent our home, ,1,Male, ,"$65,000 to $99,999",I usually drive the car that I own, , 
3629,Korean,WEB,Korea,1942,1995,98133,Korean,Not well,"""I'm doing well right now, and I'm always grateful for this. """, Don’t know, , ,I can make no difference at all,I am very interested,Internet, , , , , , , , , , , , , ,It is difficult, , , , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Sometimes,No,Some college,We rent our home,Rent,1,Male, ,"$11,880 or less","I don't own a car, so I take public transportation", ,Other
3630,English,WEB,Ethiopia,1958,1985,98133,English,Very well,Discrimination at professional level and lack of opportunity at City and government jobs,Discrimination/Social justice/Equality,Jobs/Job search/More jobs available, ,I can make a big difference,I am very interested,Internet, , , , , , , , , , , , , ,Very easy,I have worked on a project or attended a meeting in my neighborhood,"I participated in one or more demonstrations, protests, marches, or rallies","I contacted a public official through a letter, email, phone, or in-person",I volunterred for an election activity such as a phone bank or registering people to vote, , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,Yes,Graduate or professional degree,We own our home, ,4,Male, ,"$100,000 to $150,000",I usually drive the car that I own, ,Email (non-specific / other)
3631,English,WEB,Hong Kong,1980,1998,98133,English,Very well,Voter and services access, Lack of representation/Leadership in community/Ability to vote, , ,I can make a small difference,I am somewhat interested,Internet,Television in English,Radio in English, , , , , , , , , , , ,Very easy,I attended a government or school board meeting in my city,I have worked on a project or attended a meeting in my neighborhood,I sent a message on Facebook or other social media about a social or political issue,I have given money to an organization or candidate, , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,Yes,College degree,We own our home, ,2,Male, ,"More than $150,000",I usually drive the car that I own, ,City of Seattle (online/ email)
3632,Chinese,WEB,China,1976,2012,98133,Chinese,Not well,nothing, Don’t know, , ,I can make no difference at all,I am somewhat interested,Internet,My union or work place, , , , , , , , , , , , ,Somewhat easy, , , , , , , , , ,I am not currently eligible to register to vote, , , ,No,Not US citizen/Ineligible/Greencard holder,Not eligible,Somewhat likely,Never,No,Some high school,We rent our home, ,2,Female, ,"$11,881 to $24,300",I usually drive the car that I own, , 
3633,Amharic,WEB,Ethiopia,1953,2015,98133,Amharic,Well,ido not know, Don’t know, , ,I can make a moderate difference,I am not interested,Other:, , , , , , , , , , , , ,another oppertunity,I have not found any,I attended a government or school board meeting in my city, , , , , , , , ,I am not currently eligible to register to vote, ,Voter registration information is not available in my preferred language, , , , ,I don't know,Never,I don't remember,High school graduate or GED,Shelter,Shelter,1,Male, ,I don't know,I usually walk, ,"GoodWill (Burien, Bellevue, Seattle and Shoreline)"
3634,English,WEB,Phillipines,1985,1987,98133,English,Very well,"With the large immigrant population in Seattle compared to many other cities in America, I still don't see a lot of representation in our public offices. In addition, there is minimal although improving outreach to the immigrant population regarding policies and communication to convey the local issues facing our city. This is a deeper issue that includes media but unlike orange county in California for Vietnamese, there is not really any Seattle based Viet communication although we were one of the first cities to take in Vietnamese immigrants. There are spurts of Vietnamese pride in mainstream Seattle such as tan thanhs inclusion of Vietnamese immigration history or your own Nhi Tran reaching out to us to publicize this survey but I feel that Seattle can do better, and is quite nice to see that there are Vietnamese translations of make brochures that Seattle distributes. Keep it up but it could be better", Lack of representation/Leadership in community/Ability to vote, , ,I can make a big difference,I am very interested,Internet,Friends and family,Newspapers in English, , , , , , , , , , , ,It is difficult,I have signed a letter about a social or political issue,I have worked on a project or attended a meeting in my neighborhood,"I participated in one or more demonstrations, protests, marches, or rallies",I sent a message on Facebook or other social media about a social or political issue,I have given money to an organization or candidate,I volunterred for an election activity such as a phone bank or registering people to vote, , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,No,College degree,We own our home, ,2,Male, ,"$40,891 to $64,999",Bike,Motorcycle or bicycle,Other
3635,Chinese,WEB,China,1986,2006,98133,English,Well,last generation immigrants' language problems and social integration problems, Language help/Language specific education, Helping immigrants assimilate/Help integration, ,I can make a big difference,I am very interested,Internet,Friends and family,Television in English,Ethnic newspapers,Newspapers in English,My union or work place, , , , , , , , ,Somewhat easy, , , , , , , , , ,I am not currently eligible to register to vote, , , ,No,I was not registered, ,Not likely at all,Never,No,Graduate or professional degree,We rent our home, ,2,Male, ,"$40,891 to $64,999",I usually drive the car that I own, ,Social Media / Facebook / Online meet up groups / All online social media sites
3636,Chinese,WEB,China,1976,2012,98133,Chinese,Not well,no problems, Don’t know, , ,I can make no difference at all,I am not interested,Internet, , , , , , , , , , , , , ,Very easy, , , , , , , , , ,I am not currently eligible to register to vote, , , ,No,I was not interested in the election, ,Somewhat likely,Never,No,None,We rent our home, ,2,Female, ,"$11,881 to $24,300",I usually drive the car that I own, , 
3637,English,WEB,Nepal,1992,2002,98133,English,Very well,#NAME?,General increase in public services/Increased access to information, , ,I can make a moderate difference,I am very interested,Internet,Ethnic Television,Television in English,Ethnic newspapers,Newspapers in English,Ethinic radio,My community organization(s)/service provider(s), , , , , , , ,It is difficult,I have worked on a project or attended a meeting in my neighborhood, , , , , , , , ,I am registered to vote, , , ,No,I was not registered, ,Very likely,Never,No,Some college,We own our home, ,4,Female, ,"$65,000 to $99,999","I own a car, but I usually take public transportation", , 
3638,English,WEB,Mexico,1980,1985,98133,English,Very well,Housing,Affordable housing/Low income housing, , ,I can make a moderate difference,I am very interested,Internet,Friends and family,My community organization(s)/service provider(s),Library, , , , , , , , , , ,Very easy,I sent a message on Facebook or other social media about a social or political issue, , , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Sometimes,I don't remember,College degree,We own our home, ,3,Female, ,"$65,000 to $99,999",I usually drive the car that I own, ,Friend or Family member shared survey link
3639,English,WEB,Vietnam,1979,1989,98133,English,Very well,"Being made aware of available resources, people often know they exist but don't know where or how to seek it out.",General increase in public services/Increased access to information, , ,I can make a small difference,I am somewhat interested,Internet, , , , , , , , , , , , , ,It is difficult,I have signed a letter about a social or political issue, , , , , , , , ,I am registered to vote, , , ,I don't remember, , ,Very likely,Sometimes,Yes,College degree,We own our home, ,3,Male, ,"$65,000 to $99,999",I usually drive the car that I own, ,Seattle Public Library ( online and in paper)
3640,English,WEB,China,1989,1995,98133,English,Very well,"Access to free or low-cost education, especially ESL, technology, and business/personal finance courses.", Education/General educational resources, Language help/Language specific education, ,I can make a big difference,I am very interested,Internet,Friends and family, , , , , , , , , , , , ,Very easy,I have signed a letter about a social or political issue,I have given money to an organization or candidate, , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Sometimes,Yes,Graduate or professional degree,We own our home, ,4,Male, ,"$65,000 to $99,999","I own a car, but I usually take public transportation", ,City of Seattle (online/ email)
3641,English,WEB,Phillipines,1958,1984,98133,English,Very well,education for kids and job opportunities, Education/General educational resources, , ,I can make a big difference,I am very interested,Internet,Friends and family,Television in English,Newspapers in English,My union or work place, , , , , , , , , ,Somewhat easy,I sent a message on Facebook or other social media about a social or political issue,I have given money to an organization or candidate, , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,Yes,College degree,We own our home, ,2,Female, ,"$65,000 to $99,999","I own a car, but I usually take public transportation", ,City of Seattle (online/ email)
3642,English,WEB,Canada,1955,1978,98133,English,Very well,Oil trains & oil pipelines, Other, , ,I can make a moderate difference,I am very interested,Internet,Friends and family,Television in English,Newspapers in English,Radio in English, , , , , , , , , ,Very easy,I have signed a letter about a social or political issue,I have worked on a project or attended a meeting in my neighborhood,"I contacted a public official through a letter, email, phone, or in-person",I sent a message on Facebook or other social media about a social or political issue,"I attended a PTA meeting, or other volunteer group at my child's school",I have given money to an organization or candidate, , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,Yes,College degree,We own our home, ,5,Female, ,"$65,000 to $99,999","I own a car, but I usually take public transportation", ,City of Seattle (online/ email)
3643,English,WEB,Hong Kong,1966,1976,98133,English,Very well,Don't know., Don’t know, , ,I can make a small difference,I am very interested,Internet,Friends and family,Television in English,Newspapers in English, , , , , , , , , , ,Very easy,I have worked on a project or attended a meeting in my neighborhood,I have given money to an organization or candidate, , , , , , , ,I am registered to vote, , , ,Yes, , ,Very likely,Often,Yes,College degree,We own our home, ,2,Female, ,"$65,000 to $99,999",I usually drive the car that I own, ,City of Seattle (online/ email)
